datetime,temperature,humidity,wind_speed,power_load
2022-01-01 00:00:00,8.727005942368123,17.19842345170793,6.850784590192154,919.3239643964927
2022-01-01 01:00:00,37.53571532049581,18.084317731487562,0.4370275441555749,1257.1894373592652
2022-01-01 02:00:00,26.599697090570253,63.167834921775835,7.20041875709007,907.2824728358136
2022-01-01 03:00:00,19.93292420985183,63.942719656443906,17.7897998079906,846.12960171255
2022-01-01 04:00:00,-2.1990679778781743,47.68830914343895,13.807866771873673,766.3718941737301
2022-01-01 05:00:00,-2.2002739831898674,48.86593230808267,2.9084571819087968,633.9059245808338
2022-01-01 06:00:00,-7.095819391590027,14.85393245567841,11.823100092454784,928.4136973488703
2022-01-01 07:00:00,33.308807288746756,56.4891859350336,17.84461719897743,1123.5708432219567
2022-01-01 08:00:00,20.05575058716044,55.42655278423165,14.00068081929711,1032.3965927837332
2022-01-01 09:00:00,25.403628889802278,23.45943867012501,2.9736878471339345,1089.3542039871172
2022-01-01 10:00:00,-8.970775285209879,19.345544749983482,17.356649934689933,799.8656217522854
2022-01-01 11:00:00,38.49549260809972,21.121524153954145,6.0308802657773075,1344.0172499068517
2022-01-01 12:00:00,31.622132040021086,19.092542184213265,9.081522886246836,1295.3113281108276
2022-01-01 13:00:00,0.6169555339138082,64.87373759830838,10.522855193782927,770.279459614811
2022-01-01 14:00:00,-0.9087516396449686,27.683438716262675,17.010132087563903,944.2236932184376
2022-01-01 15:00:00,-0.8297745073283096,32.62871369687171,18.63214990295322,876.7802531811321
2022-01-01 16:00:00,5.212112147976885,25.621492973629575,18.59305755581112,938.1965522499654
2022-01-01 17:00:00,16.237821581611893,96.20517740036527,0.1590836255708128,718.4204460037566
2022-01-01 18:00:00,11.597250932105787,86.91557168366519,18.437769711709144,696.1776358511015
2022-01-01 19:00:00,4.561457009902096,30.744535361636878,1.0877393200314467,899.3315493029813
2022-01-01 20:00:00,20.592644736118974,39.48096645299134,5.315473136348707,1000.0635497368222
2022-01-01 21:00:00,-3.025306967397908,28.890355807449744,10.299757094556659,859.226296101023
2022-01-01 22:00:00,4.607232426760907,54.268836351474135,9.598513780087881,856.0285130186558
2022-01-01 23:00:00,8.318092164684586,11.764947922682824,12.09419587774784,1031.0721121320623
2022-01-02 00:00:00,12.803499210851797,70.42312080071162,9.588924574740116,770.0280517847824
2022-01-02 01:00:00,29.25879806965068,57.084233483587745,18.687513592808415,1039.2350375455642
2022-01-02 02:00:00,-0.01631089208201253,90.8775035470993,4.81097696429174,496.1223300817439
2022-01-02 03:00:00,15.711721920680581,24.795341589557275,5.480493880769717,1077.307523193954
2022-01-02 04:00:00,19.620728443102124,82.36983214550185,18.414758713861122,827.0135863097743
2022-01-02 05:00:00,-7.6774793640001135,81.27649130200442,1.5347902749051245,518.1428906942597
2022-01-02 06:00:00,20.37724259507192,21.446307029519822,12.191216438096198,1137.3559542997034
2022-01-02 07:00:00,-1.4737938156354229,45.870330172971485,13.634719041312216,709.4822528104838
2022-01-02 08:00:00,-6.747420350736024,25.31373770300652,10.110834468594788,896.2113993554815
2022-01-02 09:00:00,37.44427686266666,32.9248450411794,13.884637576462744,1211.605398317268
2022-01-02 10:00:00,38.28160165372797,33.692155734748994,3.45509292023934,1202.5275752556913
2022-01-02 11:00:00,30.419867405823055,60.06127546231955,17.052644655430797,1081.2494496568243
2022-01-02 12:00:00,5.230688458668535,47.026983858441895,2.8005137893977117,853.3346637885371
2022-01-02 13:00:00,-5.116394299680806,95.29595236056748,8.016248886314994,588.3319326405315
2022-01-02 14:00:00,24.211651325607846,21.37331277523046,1.505152026164116,1090.0015981920135
2022-01-02 15:00:00,12.007624686980066,97.63229213651789,10.904221576348004,606.8407922232682
2022-01-02 16:00:00,-3.8980882577610583,30.757477619283755,13.394916148512783,774.2280928918432
2022-01-02 17:00:00,14.75884550556351,79.55865427436677,18.82443270190581,794.1201745003812
2022-01-02 18:00:00,-8.28057394423908,40.50729335555393,14.786723917920018,730.7022701677038
2022-01-02 19:00:00,35.4660201039391,22.877325587558254,10.822058329083022,1227.1527668941403
2022-01-02 20:00:00,2.938999080000846,87.21002667216159,18.652340343406674,627.3608919061965
2022-01-02 21:00:00,23.126114217699097,37.79748093128169,9.568736760817531,1009.8041060443752
2022-01-02 22:00:00,5.585553804470548,69.2969863804158,11.224113061977388,809.1165538702276
2022-01-02 23:00:00,16.00340105889054,60.97993165779639,11.921970553401914,844.0166946198391
2022-01-03 00:00:00,17.335513967163983,52.45806784517869,8.199594517731336,898.9067557958371
2022-01-03 01:00:00,-0.7572772237236478,54.62375253836852,16.769653811316484,633.5027706307059
2022-01-03 02:00:00,38.47923138822793,75.90141226830588,3.7035187769011824,930.4165884638246
2022-01-03 03:00:00,28.75664116805573,17.89956227110965,11.09684380743216,1190.860225632411
2022-01-03 04:00:00,36.97494707820945,70.13625957621147,14.444665123743881,1032.6827374351928
2022-01-03 05:00:00,34.74136752138244,90.62308912587208,18.079523437531545,966.4263283781801
2022-01-03 06:00:00,19.894998940554256,15.200937731787773,17.678367928685567,1083.521827706939
2022-01-03 07:00:00,36.093711751155844,22.658800531030007,10.17480578860284,1290.601263798183
2022-01-03 08:00:00,-5.575374897404025,74.49687430318282,12.863229023266832,628.6976668467837
2022-01-03 09:00:00,-0.20085687904274074,49.35534834201558,7.88475472258602,800.8315051639469
2022-01-03 10:00:00,-7.738635554473097,46.319375873231955,9.363555257604006,761.5268646356518
2022-01-03 11:00:00,6.266516538163216,22.326997108981224,18.12531585146099,929.1848067627203
2022-01-03 12:00:00,9.4338644844741,55.60930366460093,18.61407986384948,880.5818439499752
2022-01-03 13:00:00,3.567451588694796,21.38907800767395,17.908281161340394,1052.8037332332278
2022-01-03 14:00:00,31.436875457596464,52.89584106794864,2.7674172362727645,1125.4378744844232
2022-01-03 15:00:00,7.837666334679465,78.7253769065491,17.001680426612722,813.3509252574064
2022-01-03 16:00:00,4.046725484369038,33.24379220984471,18.967274620429606,924.2330012516156
2022-01-03 17:00:00,17.134804157912424,53.27075513617546,7.224993891472094,889.8516193362832
2022-01-03 18:00:00,-2.953788751261868,99.28143724571521,10.372925788433385,368.2805234059057
2022-01-03 19:00:00,30.109849037701984,71.79853810186336,15.581905116259918,911.1327159397484
2022-01-03 20:00:00,-6.272467816011459,85.72210941746788,11.241562751312975,504.87785151828456
2022-01-03 21:00:00,39.34434683002586,47.33628459044912,19.869670434124988,1179.2456291697852
2022-01-03 22:00:00,28.61223846483287,79.10748308132698,9.114267303136568,869.2258459894385
2022-01-03 23:00:00,-0.06421592329138015,13.645825564718965,14.278854224147553,976.6649677319223
2022-01-04 00:00:00,-9.72389414381988,21.06200642880205,15.851822803930883,838.8951669245339
2022-01-04 01:00:00,30.773071422741708,28.27635336280559,9.88200831516879,1188.1606095275376
2022-01-04 02:00:00,25.342867192380858,46.17567321536976,17.139676114227516,1096.094338427167
2022-01-04 03:00:00,26.450358402049368,86.11703904931869,10.92309182414393,832.282798008738
2022-01-04 04:00:00,28.563517334297288,41.16394457091374,8.23301593603263,1151.0809551727377
